"Statistic Label","Year","Persons Engaged","UNIT","VALUE"
"Stocks at end of year - Work in progress","2008","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2008","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2008","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2008","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2009","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2009","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2009","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2009","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2010","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2010","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2010","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2010","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2011","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2011","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2011","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2011","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2012","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2012","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2012","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2012","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2013","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2013","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2013","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2013","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2014","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2014","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2014","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2014","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2015","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2015","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2015","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2015","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2016","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2016","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2016","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2016","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2017","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2017","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2017","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2017","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2018","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2018","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2018","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2018","250 and over","Euro Thousand",""
"Stocks at end of year - Work in progress","2019","0 - 9","Euro Thousand",""
"Stocks at end of year - Work in progress","2019","10 - 49","Euro Thousand",""
"Stocks at end of year - Work in progress","2019","50 - 249","Euro Thousand",""
"Stocks at end of year - Work in progress","2019","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2008","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2008","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2008","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2008","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2009","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2009","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2009","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2009","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2010","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2010","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2010","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2010","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2011","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2011","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2011","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2011","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2012","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2012","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2012","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2012","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2013","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2013","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2013","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2013","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2014","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2014","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2014","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2014","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2015","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2015","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2015","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2015","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2016","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2016","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2016","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2016","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2017","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2017","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2017","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2017","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2018","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2018","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2018","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2018","250 and over","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2019","0 - 9","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2019","10 - 49","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2019","50 - 249","Euro Thousand",""
"Stocks at end of year - Unsold finished work","2019","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2008","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2008","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2008","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2008","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2009","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2009","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2009","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2009","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2010","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2010","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2010","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2010","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2011","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2011","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2011","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2011","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2012","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2012","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2012","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2012","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2013","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2013","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2013","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2013","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2014","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2014","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2014","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2014","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2015","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2015","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2015","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2015","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2016","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2016","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2016","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2016","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2017","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2017","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2017","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2017","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2018","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2018","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2018","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2018","250 and over","Euro Thousand",""
"Stocks at end of year - Materials and energy","2019","0 - 9","Euro Thousand",""
"Stocks at end of year - Materials and energy","2019","10 - 49","Euro Thousand",""
"Stocks at end of year - Materials and energy","2019","50 - 249","Euro Thousand",""
"Stocks at end of year - Materials and energy","2019","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2008","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2008","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2008","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2008","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2009","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2009","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2009","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2009","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2010","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2010","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2010","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2010","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2011","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2011","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2011","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2011","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2012","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2012","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2012","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2012","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2013","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2013","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2013","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2013","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2014","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2014","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2014","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2014","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2015","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2015","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2015","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2015","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2016","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2016","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2016","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2016","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2017","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2017","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2017","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2017","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2018","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2018","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2018","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2018","250 and over","Euro Thousand",""
"Stocks at end of year - Factored goods","2019","0 - 9","Euro Thousand",""
"Stocks at end of year - Factored goods","2019","10 - 49","Euro Thousand",""
"Stocks at end of year - Factored goods","2019","50 - 249","Euro Thousand",""
"Stocks at end of year - Factored goods","2019","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2008","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2008","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2008","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2008","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2009","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2009","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2009","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2009","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2010","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2010","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2010","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2010","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2011","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2011","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2011","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2011","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2012","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2012","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2012","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2012","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2013","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2013","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2013","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2013","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2014","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2014","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2014","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2014","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2015","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2015","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2015","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2015","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2016","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2016","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2016","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2016","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2017","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2017","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2017","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2017","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2018","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2018","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2018","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2018","250 and over","Euro Thousand",""
"Stocks at end of year - Total","2019","0 - 9","Euro Thousand",""
"Stocks at end of year - Total","2019","10 - 49","Euro Thousand",""
"Stocks at end of year - Total","2019","50 - 249","Euro Thousand",""
"Stocks at end of year - Total","2019","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2008","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2008","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2008","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2008","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2009","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2009","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2009","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2009","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2010","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2010","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2010","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2010","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2011","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2011","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2011","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2011","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2012","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2012","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2012","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2012","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2013","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2013","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2013","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2013","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2014","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2014","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2014","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2014","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2015","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2015","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2015","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2015","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2016","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2016","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2016","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2016","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2017","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2017","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2017","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2017","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2018","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2018","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2018","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2018","250 and over","Euro Thousand",""
"Stock changes - Work in progress","2019","0 - 9","Euro Thousand",""
"Stock changes - Work in progress","2019","10 - 49","Euro Thousand",""
"Stock changes - Work in progress","2019","50 - 249","Euro Thousand",""
"Stock changes - Work in progress","2019","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2008","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2008","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2008","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2008","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2009","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2009","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2009","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2009","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2010","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2010","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2010","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2010","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2011","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2011","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2011","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2011","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2012","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2012","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2012","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2012","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2013","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2013","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2013","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2013","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2014","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2014","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2014","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2014","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2015","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2015","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2015","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2015","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2016","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2016","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2016","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2016","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2017","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2017","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2017","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2017","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2018","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2018","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2018","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2018","250 and over","Euro Thousand",""
"Stock changes - Unsold finished work","2019","0 - 9","Euro Thousand",""
"Stock changes - Unsold finished work","2019","10 - 49","Euro Thousand",""
"Stock changes - Unsold finished work","2019","50 - 249","Euro Thousand",""
"Stock changes - Unsold finished work","2019","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2008","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2008","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2008","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2008","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2009","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2009","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2009","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2009","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2010","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2010","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2010","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2010","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2011","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2011","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2011","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2011","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2012","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2012","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2012","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2012","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2013","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2013","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2013","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2013","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2014","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2014","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2014","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2014","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2015","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2015","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2015","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2015","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2016","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2016","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2016","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2016","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2017","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2017","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2017","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2017","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2018","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2018","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2018","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2018","250 and over","Euro Thousand",""
"Stock changes - Materials and energy","2019","0 - 9","Euro Thousand",""
"Stock changes - Materials and energy","2019","10 - 49","Euro Thousand",""
"Stock changes - Materials and energy","2019","50 - 249","Euro Thousand",""
"Stock changes - Materials and energy","2019","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2008","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2008","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2008","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2008","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2009","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2009","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2009","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2009","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2010","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2010","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2010","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2010","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2011","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2011","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2011","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2011","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2012","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2012","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2012","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2012","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2013","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2013","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2013","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2013","250 and over","Euro Thousand",""
"Stock changes - Factored goods","2014","0 - 9","Euro Thousand",""
"Stock changes - Factored goods","2014","10 - 49","Euro Thousand",""
"Stock changes - Factored goods","2014","50 - 249","Euro Thousand",""
"Stock changes - Factored goods","2014","250 and over","Euro Thousand",""
